source,authors,year,title,journal,vol,pages,antag,additive,synerg,review,times.cited
CONL,"Darling,McClanahan,Cote",2010,"Effects of two stressors on Kenyan coral reefs are additive or antagonistic, not synergistic",Conservation Letters,,,1,1,1,0,NA
Scopus,"Durant, D., Desnouhes, L., Guillemain, M., Fritz, H., Meslí©ard, F.",2009,How do shoot clipping and tuber harvesting combine to affect Bolboschoenus maritimus recovery capacities?,Botany,87,883-887,0,1,0,0,NA
Scopus,"Eppinga, M.B., Rietkerk, M., Wassen, M.J., De Ruiter, P.C.",2009,Linking habitat modification to catastrophic shifts and vegetation patterns in bogs,Plant Ecology,200,53-68,0,0,1,0,NA
Scopus,"Eriksson, B.K., Ljunggren, L., Sandstrí_m, A., Johansson, G., Mattila, J., Rubach, A., Raí«berg, S., Snickars, M.",2009,Declines in predatory fish promote bloom-forming macroalgae,Ecological Applications,19,1975-1988,0,1,1,0,NA
Scopus,"Evans-White, M.A., Lamberti, G.A.",2009,Direct and indirect effects of a potential aquatic contaminant on grazer-algae interactions,Environmental Toxicology and Chemistry,28,418-426,0,0,0,0,NA
Scopus,"Farrington, S.J., Muzika, R.-M., Drees, D., Knight, T.M.",2009,Interactive effects of harvest and deer herbivory on the population dynamics of american ginseng,Conservation Biology,23,719-728,0,0,0,0,NA
Scopus,"Firth, L.B., Williams, Gray.A.",2009,The influence of multiple environmental stressors on the limpet Cellana toreuma during the summer monsoon season in Hong Kong,Journal of Experimental Marine Biology and Ecology,375,70-75,0,0,1,0,NA
Scopus,"Fitch, J.E., Crowe, T.P.",2010,Effective methods for assessing ecological quality in intertidal soft-sediment habitats,Marine Pollution Bulletin,60,1726-1733,0,1,0,0,NA
Scopus,"Foden, J., Rogers, S.I., Jones, A.P.",2010,Recovery of UK seabed habitats from benthic fishing and aggregate extraction-Towards a cumulative impact assessment,Marine Ecology Progress Series,411,259-270,1,1,1,0,NA
Scopus,"Foley, M.M., Halpern, B.S., Micheli, F., Armsby, M.H., Caldwell, M.R., Crain, C.M., Prahler, E., Rohr, N., Sivas, D., Beck, M.W., Carr, M.H., Crowder, L.B., Emmett Duffy, J., Hacker, S.D., McLeod, K.L., Palumbi, S.R., Peterson, C.H., Regan, H.M., Ruckelshaus, M.H., Sandifer, P.A., Steneck, R.S.",2010,Guiding ecological principles for marine spatial planning,Marine Policy,34,955-966,0,0,1,1,NA
Scopus,"Fuentes, M.M.P.B., Cinner, J.E.",2010,Using expert opinion to prioritize impacts of climate change on sea turtles' nesting grounds,Journal of Environmental Management,91,2511-2518,0,0,1,0,NA
Scopus,"Fukunaga, A., Anderson, M.J., Webster-Brown, J.G., Ford, R.B.",2010,Individual and combined effects of heavy metals on estuarine infaunal communities,Marine Ecology Progress Series,402,123-136,1,1,1,0,NA
Scopus,"Fyllas, N.M., Troumbis, A.Y.",2009,Simulating vegetation shifts in north-eastern Mediterranean mountain forests under climatic change scenarios,Global Ecology and Biogeography,18,64-77,0,0,1,0,NA
Scopus,"Garcia-Fayos, P., Bochet, E.",2009,Indication of antagonistic interaction between climate change and erosion on plant species richness and soil properties in semiarid Mediterranean ecosystems,Global Change Biology,15,306-318,1,1,1,0,NA
Scopus,"Goberville, E., Beaugrand, G., Sautour, B., Trí©guer, P.",2010,Climate-driven changes in coastal marine systems of western Europe,Marine Ecology Progress Series,408,129-147,0,0,1,0,NA
Scopus,"Gomez-Eyles, J.L., Svendsen, C., Lister, L., Martin, H., Hodson, M.E., Spurgeon, D.J.",2009,Measuring and modelling mixture toxicity of imidacloprid and thiacloprid on Caenorhabditis elegans and Eisenia fetida,Ecotoxicology and Environmental Safety,72,71-79,1,1,1,0,NA
Scopus,"Gooding, R.A., Harley, C.D.G., Tang, E.",2009,Elevated water temperature and carbon dioxide concentration increase the growth of a keystone echinoderm,Proceedings of the National Academy of Sciences of the United States of America,106,9316-9321,1,1,1,0,NA
Scopus,"Grashof-Bokdam, C.J., Chardon, J.P., Vos, C.C., Foppen, R.P.B., WallisDeVries, M., van derVeen, M., Meeuwsen, H.A.M.",2009,The synergistic effect of combining woodlands and green veining for biodiversity,Landscape Ecology,24,1105-1121,0,1,1,0,NA
Scopus,"Hatch, L.T., Fristrup, K.M.",2009,No barrier at the boundaries: Implementing regional frameworks for noise management in protected natural areas,Marine Ecology Progress Series,395,223-244,0,0,1,1,NA
Scopus,"Hillebrand, H., Gamfeldt, L., Jonsson, P.R., Matthiessen, B.",2009,Consumer diversity indirectly changes prey nutrient content,Marine Ecology Progress Series,380,33-41,1,0,0,0,NA
Scopus,Hoegh-Guldberg and Bruno,2010,The impacts of climate change on the world's marine ecosystems,Science,,,1,1,1,1,NA
Scopus,"Hofmann, G.E., Barry, J.P., Edmunds, P.J., Gates, R.D., Hutchins, D.A., Klinger, T., Sewell, M.A.",2010,The effect of Ocean acidification on calcifying organisms in marine ecosystems: An organism-to-ecosystem perspective,"Annual Review of Ecology, Evolution, and Systematics",41,127-147,1,0,1,1,NA
Scopus,"Holdo, R.M., Holt, R.D., Fryxell, J.M.",2009,"Grazers, browsers, and fire influence the extent and spatial pattern of tree cover in the Serengeti",Ecological Applications,19,95-109,0,0,1,0,NA
Scopus,"Holmer, M., Wirachwong, P., Thomsen, M.S.",2010,Negative effects of stress-resistant drift algae and high temperature on a small ephemeral seagrass species,Marine Biology,,13-Jan,1,1,1,0,NA
Scopus,"Holmstrup, M., BindesbíŸl, A.-M., Oostingh, G.J., Duschl, A., Scheil, V., Kí_hler, H.-R., Loureiro, S., Soares, A.M.V.M., Ferreira, A.L.G., Kienle, C., Gerhardt, A., Laskowski, R., Kramarz, P.E., Bayley, M., Svendsen, C., Spurgeon, D.J.",2010,Interactions between effects of environmental chemicals and natural stressors: A review,Science of the Total Environment,408,3746-3762,1,1,1,1,NA
Scopus,"Hooper, D.U., Dukes, J.S.",2010,Functional composition controls invasion success in a California serpentine grassland,Journal of Ecology,98,764-777,0,0,1,0,NA
Scopus,"Jensen, D., Bayley, M., Holmstrup, M.",2009,Synergistic interaction between 4-nonylphenol and high but not low temperatures in Dendrobaena octaedra,Ecotoxicology and Environmental Safety,72,16-Oct,1,0,1,0,NA
Scopus,"Johnson, C.K., Tinker, M.T., Estes, J.A., Conrad, P.A., Staedler, M., Miller, M.A., Jessup, D.A., Mazet, J.A.K.",2009,Prey choice and habitat use drive sea otter pathogen exposure in a resource-limited coastal system,Proceedings of the National Academy of Sciences,106,2242-2247,0,0,1,0,NA
Scopus,"Justus, B.G., Petersen, J.C., Femmer, S.R., Davis, J.V., Wallace, J.E.",2010,"A comparison of algal, macroinvertebrate, and fish assemblage indices for assessing low-level nutrient enrichment in wadeable Ozark streams",Ecological Indicators,10,627-638,0,0,1,0,NA
Scopus,"Karraker, N.E., Ruthig, G.R.",2009,Effect of road deicing salt on the susceptibility of amphibian embryos to infection by water molds,Environmental Research,109,40-45,1,1,1,0,NA
Scopus,"Kelly, D.W., Poulin, R., Tompkins, D.M., Townsend, C.R.",2010,Synergistic effects of glyphosate formulation and parasite infection on fish malformations and survival,Journal of Applied Ecology,47,498-504,1,1,1,0,NA
Scopus,"Kirby, R.R., Beaugrand, G., Lindley, J.A.",2009,Synergistic Effects of Climate and Fishing in a Marine Ecosystem,Ecosystems,,14-Jan,0,0,1,0,NA
Scopus,"Kominoski, J.S., Hoellein, T.J., Leroy, C.J., Pringle, C.M., Swan, C.M.",2010,Beyond species richness: Expanding biodiversity-ecosystem functioning theory in detritus-based streams,River Research and Applications,26,67-75,1,1,1,1,NA
Scopus,"Kuziemska, B., Kalembasa, S.",2009,Influence of soil contamination with nickel and liming on lead and manganese contents in red clover biomass,Archives of Environmental Protection,35,95-105,0,0,1,0,NA
Scopus,"Laetz, C.A., Baldwin, D.H., Collier, T.K., Hebert, V., Stark, J.D., Scholz, N.L.",2009,The synergistic toxicity of pesticide mixtures: Implications for risk assessment and the conservation of endangered Pacific salmon,Environmental Health Perspectives,117,348-353,1,1,1,0,NA
Scopus,"Lahr, J., Mí_nier, B., De Lange, H.J., Faber, J.F., SíŸrensen, P.B.",2010,Wildlife vulnerability and risk maps for combined pollutants,Science of the Total Environment,408,3891-3898,1,1,1,0,NA
Scopus,"Laurance, W.F., Camargo, J.L.C., Luizí£o, R.C.C., Laurance, S.G., Pimm, S.L., Bruna, E.M., Stouffer, P.C., Bruce Williamson, G., Bení_tez-Malvido, J., Vasconcelos, H.L., Van Houtan, K.S., Zartman, C.E., Boyle, S.A., Didham, R.K., Andrade, A., Lovejoy, T.E.",2010,The fate of Amazonian forest fragments: A 32-year investigation,Biological Conservation,,,0,1,1,1,NA
Scopus,"Laurance, W.F., Useche, D.C.",2009,Environmental synergisms and extinctions of tropical species,Conservation Biology,23,1427-1437,0,0,1,0,NA
Scopus,"Lavers, J.L., Jones, I.L., Robertson, G.J., Diamond, A.W.",2009,Contrasting population trends at two razorbill colonies in Atlantic Canada: Additive effects of fox predation and hunting mortality? [Comparaison de la tendance de deux colonies de Petits Pingouins dans les provinces de l'Atlantique: La prí©dation par le renard et la mortalití© par la chasse ont-elles un effet cumulatif?],Avian Conservation and Ecology,4,5-,0,1,0,0,NA
Scopus,"Lester, S.E., McLeod, K.L., Tallis, H., Ruckelshaus, M., Halpern, B.S., Levin, P.S., Chavez, F.P., Pomeroy, C., McCay, B.J., Costello, C., Gaines, S.D., Mace, A.J., Barth, J.A., Fluharty, D.L., Parrish, J.K.",2010,Science in support of ecosystem-based management for the US West Coast and beyond,Biological Conservation,143,576-587,1,1,1,1,NA
Scopus,"Li, S.-X., Zheng, F.-Y., Hong, H.-S., Deng, N.-s., Lin, L.-X.",2009,"Influence of marine phytoplankton, transition metals and sunlight on the species distribution of chromium in surface seawater",Marine Environmental Research,,,1,1,1,0,NA
Scopus,"Linares, C., Doak, D.F.",2010,Forecasting the combined effects of disparate disturbances on the persistence of long-lived gorgonians: A case study of Paramuricea clavata,Marine Ecology Progress Series,402,59-68,1,1,1,0,NA
Scopus,"Ling, S.D., Johnson, C.R., Frusher, S.D., Ridgway, K.R.",2009,Overfishing reduces resilience of kelp beds to climate-driven catastrophic phase shift,Proceedings of the National Academy of Sciences of the United States of America,106,22341-22345,0,0,1,0,NA
Scopus,"Logan, C.A.",2010,A review of Ocean acidification and America's Response,BioScience,60,819-828,0,0,1,1,NA
Scopus,"Loureiro, S., Amorim, M.J.B., Campos, B., Rodrigues, S.M.G., Soares, A.M.V.M.",2009,Assessing joint toxicity of chemicals in Enchytraeus albidus (Enchytraeidae) and Porcellionides pruinosus (Isopoda) using avoidance behaviour as an endpoint,Environmental Pollution,157,625-636,1,1,1,0,NA
Scopus,"Lucrezi, S., Schlacher, T.A., Robinson, W.",2010,Can storms and shore armouring exert additive effectson sandy-beach habitats and biota?,Marine and Freshwater Research,61,951-962,0,1,0,0,NA
Scopus,"Lundquist, C.J., Thrush, S.F., Coco, G., Hewitt, J.E.",2010,Interactions between disturbance and dispersal reduce persistence thresholds in a benthic community,Marine Ecology Progress Series,413,217-228,1,1,1,0,NA
Scopus,"MacGregor-Fors, I., Morales-Pe’Årez, L., Quesada, J., Schondube, J.E.",2009,Relationship between the presence of House Sparrows (Passer domesticus) and Neotropical bird community structure and diversity,Biological Invasions,,10-Jan,0,0,1,0,NA
Scopus,"Mackey, M.J., Boone, M.D.",2009,"Single and interactive effects of malathion, overwintered green frog tadpoles, and cyanobacteria on gray treefrog tadpoles",Environmental Toxicology and Chemistry,28,637-643,0,0,1,0,NA
Scopus,"Merino, G., Barange, M., Mullon, C., Rodwell, L.",2010,Impacts of global environmental change and aquaculture expansion on marine ecosystems,Global Environmental Change,,,0,0,1,0,NA
Scopus,"Meyn, A., Taylor, S.W., Flannigan, M.D., Thonicke, K., Cramer, W.",2010,"Relationship between fire, climate oscillations, and drought in British Columbia, Canada, 1920-2000",Global Change Biology,16,977-989,0,1,0,0,NA
Scopus,"Molina, F.R., Paggi, J.C., Devercelli, M.",2010,Zooplanktophagy in the natural diet and selectivity of the invasive mollusk Limnoperna fortunei,Biological Invasions,12,1647-1659,0,0,1,0,NA
Scopus,"Montefalcone, M., Albertelli, G., Morri, C., Parravicini, V., Bianchi, C.N.",2009,Legal protection is not enough: Posidonia oceanica meadows in marine protected areas are not healthier than those in unprotected areas of the northwest Mediterranean Sea,Marine Pollution Bulletin,58,515-519,0,0,1,0,NA
Scopus,"Munguia, P., Osman, R.W., Hamilton, J., Whitlatch, R.B., Zajac, R.N.",2010,Modeling of priority effects and species dominance in long Island Sound benthic communities,Marine Ecology Progress Series,413,229-240,0,0,1,0,NA
Scopus,"Norgaard, K.B., Cedergreen, N.",2010,Pesticide cocktails can interact synergistically on aquatic crustaceans,Environmental Science and Pollution Research,17,957-967,1,1,1,0,NA
Scopus,"Naug, D.",2009,Nutritional stress due to habitat loss may explain recent honeybee colony collapses,Biological Conservation,142,2369-2372,0,0,1,0,NA
Scopus,"Nicholson, E., Keith, D.A., Wilcove, D.S.",2009,Assessing the threat status of ecological communities [Evaluaci'on del Estatus de Amenaza de Comunidades Ecol'ogicas],Conservation Biology,23,259-274,0,0,1,0,NA
Scopus,"Oguntimehin, I., Sakugawa, H.",2009,"Interactive effects of simultaneous ozone and fluoranthene fumigation on the eco-physiological status of the evergreen conifer, Japanese red pine (Pinus densiflora Sieb et. Zucc.)",Ecotoxicology,18,100-109,1,1,1,0,NA
Scopus,"Parker, L.M., Ross, P.M., O'Connor, W.A.",2009,The effect of ocean acidification and temperature on the fertilization and embryonic development of the Sydney rock oyster Saccostrea glomerata (Gould 1850),Global Change Biology,15,2123-2136,0,0,1,0,NA
Scopus,"Parvez, S., Venkataraman, C., Mukherji, S.",2009,Nature and prevalence of non-additive toxic effects in industrially relevant mixtures of organic chemicals,Chemosphere,75,1429-1439,1,1,1,0,NA
Scopus,"Perkol-Finkel, S., Airoldi, L.",2010,Loss and recovery potential of marine habitats: An experimental study of factors maintaining resilience in subtidal algal forests at the Adriatic Sea,PLoS ONE,5,-,0,0,1,0,NA
Scopus,"Pollastrini, M., Desotgiu, R., Cascio, C., Bussotti, F., Cherubini, P., Saurer, M., Gerosa, G., Marzuoli, R.",2010,Growth and physiological responses to ozone and mild drought stress of tree species with different ecological requirements,Trees - Structure and Function,24,695-704,1,1,1,0,NA
Scopus,"Raddi, S., Cherubini, P., Lauteri, M., Magnani, F.",2009,The impact of sea erosion on coastal Pinus pinea stands: A diachronic analysis combining tree-rings and ecological markers,Forest Ecology and Management,257,773-781,0,0,1,0,NA
Scopus,"Relva, M.A., Westerholm, C.L., Kitzberger, T.",2009,Effects of introduced ungulates on forest understory communities in northern Patagonia are modified by timing and severity of stand mortality,Plant Ecology,201,22-Nov,0,0,1,0,NA
Scopus,"Russell, B.D., Thompson, J.-A.I., Falkenberg, L.J., Connell, S.D.",2009,Synergistic effects of climate change and local stressors: CO2 and nutrient-driven change in subtidal rocky habitats,Global Change Biology,15,2153-2162,0,0,1,0,NA
Scopus,"Russell, F.L., Spencer, M.N.",2010,Combined effects of folivory and neighbor plants on Cirsium altissimum (tall thistle) rosette performance,Plant Ecology,208,35-46,1,0,1,0,NA
Scopus,"Saona, N.M., Albrectsen, B.R., Ericson, L., Bazely, D.R.",2010,Environmental stresses mediate endophyte-grass interactions in a boreal archipelago,Journal of Ecology,98,470-479,0,0,1,0,NA
Scopus,"Schipper, A.M., Lotterman, K., Leuven, R.S.E.W., Ragas, A.M.J., de Kroon, H., Hendriks, A.J.",2010,Plant communities in relation to flooding and soil contamination in a lowland Rhine River floodplain,Environmental Pollution,,,1,1,1,0,NA
Scopus,"Schock, D.M., Bollinger, T.K., Collins, J.P.",2009,Mortality rates differ among amphibian populations exposed to three strains of a lethal ranavirus.,EcoHealth,6,438-448,0,0,1,0,NA
Scopus,"Seavey, J.R., Gilmer, B., McGarigal, K.M.",2010,Effect of sea-level rise on piping plover (Charadrius melodus) breeding habitat,Biological Conservation,,,0,0,1,0,NA
Scopus,"Seitz, N.E., Westbrook, C.J., Noble, B.F.",2010,Bringing science into river systems cumulative effects assessment practice,Environmental Impact Assessment Review,,,0,1,1,1,NA
Scopus,"Selkoe, K.A., Halpern, B.S., Ebert, C.M., Franklin, E.C., Selig, E.R., Casey, K.S., Bruno, J., Toonen, R.J.",2009,"A map of human impacts to a ""pristine"" coral reef ecosystem, the PapahÛÅnaumokuÛÅkea Marine National Monument",Coral Reefs,28,635-650,1,1,1,0,NA
Scopus,"Shears, N.T., Ross, P.M.",2010,Toxic cascades: Multiple anthropogenic stressors have complex and unanticipated interactive effects on temperate reefs,Ecology Letters,13,1149-1159,0,0,0,0,NA
Scopus,"Sodhi, N.S., Koh, L.P., Clements, R., Wanger, T.C., Hill, J.K., Hamer, K.C., Clough, Y., Tscharntke, T., Posa, M.R.C., Lee, T.M.",2010,Conserving Southeast Asian forest biodiversity in human-modified landscapes,Biological Conservation,143,2375-2384,0,1,1,0,NA
Scopus,"Soto, W., Gutierrez, J., Remmenga, M.D., Nishiguchi, M.K.",2009,Salinity and temperature effects on physiological responses of Vibrio fischeri from diverse ecological niches,Microbial Ecology,57,140-150,0,0,1,0,NA
Scopus,"Steidl, R.J., Litt, A.R.",2009,Do plant invasions change the effects of fire an animals?,Fire Ecology,5,56-66,0,1,1,0,NA
Scopus,"Stelzenmoller, V., Lee, J., South, A., Rogers, S.I.",2009,Quantifying cumulative impacts of human pressures on the marine environment: A geospatial modelling framework,Marine Ecology Progress Series,398,19-32,1,1,1,0,NA
Scopus,"Stork, N.E., Coddington, J.A., Colwell, R.K., Chazdon, R.L., Dick, C.W., Peres, C.A., Sloan, S., Willis, K.",2009,Vulnerability and resilience of tropical forest species to land-use change,Conservation Biology,23,1438-1447,0,1,1,1,NA
Scopus,"Sundback, K., Alsterberg, C., Larson, F.",2010,Effects of multiple stressors on marine shallow-water sediments: Response of microalgae and meiofauna to nutrient-toxicant exposure,Journal of Experimental Marine Biology and Ecology,388,39-50,1,1,1,0,NA
Scopus,"Teck, S.J., Halpern, B.S., Kappel, C.V., Micheli, F., Selkoe, K.A., Crain, C.M., Martone, R., Shearer, C., Arvai, J., Fischhoff, B., Murray, G., Neslo, R., Cooke, R.",2010,Using expert judgment to estimate marine ecosystem vulnerability in the California Current,Ecological Applications,20,1402-1416,0,0,1,0,NA
Scopus,"Turner, M.G.",2010,Disturbance and landscape dynamics in a changing world,Ecology,91,2833-2849,0,0,1,1,NA
Scopus,"Vaidyanathan, S., Krishnaswamy, J., Samba Kumar, N., Dhanwatey, H., Dhanwatey, P., Ullas Karanth, K.",2010,Patterns of tropical forest dynamics and human impacts: Views from above and below the canopy,Biological Conservation,143,2881-2890,0,0,1,0,NA
Scopus,"Veron, J.E.N., Hoegh-Guldberg, O., Lenton, T.M., Lough, J.M., Obura, D.O., Pearce-Kelly, P., Sheppard, C.R.C., Spalding, M., Stafford-Smith, M.G., Rogers, A.D.",2009,The coral reef crisis: The critical importance of <350 ppm CO2,Marine Pollution Bulletin,58,1428-1436,0,0,1,1,NA
Scopus,"Virah-Sawmy, M., Willis, K.J., Gillson, L.",2009,Threshold response of Madagascar's littoral forest to sea-level rise,Global Ecology and Biogeography,18,98-110,0,0,1,0,NA
Scopus,"Wang, F., Yao, J., Chen, H., Zhou, Y., Chen, Y., Chen, H., Gai, N., Zhuang, R., Tian, L., Maskow, T., Ceccanti, B., Trebse, P., Zaray, G.",2009,Microcalorimetric measurements of the microbial activities of single- and mixed-species with trivalent iron in soil,Ecotoxicology and Environmental Safety,72,128-135,1,0,1,0,NA
Scopus,"Williams, N.M., Crone, E.E., Roulston, T.H., Minckley, R.L., Packer, L., Potts, S.G.",2010,Ecological and life-history traits predict bee species responses to environmental disturbances,Biological Conservation,143,2280-2291,0,0,1,0,NA
Scopus,"Wooldridge, S.A., Done, T.J.",2009,Improved water quality can ameliorate effects of climate change on corals,Ecological Applications,19,1492-1499,0,0,1,0,NA
Scopus,"Xu, S.-j., Liu, C.-j., Jiang, P.-a., Cai, W.-m., Wang, Y.",2009,The effects of drying following heat shock exposure of the desert moss Syntrichia caninervis,Science of the Total Environment,407,2411-2419,1,0,1,0,NA
Scopus,"Yang, Z., Khangaonkar, T., Calvi, M., Nelson, K.",2010,Simulation of cumulative effects of nearshore restoration projects on estuarine hydrodynamics,Ecological Modelling,221,969-977,0,1,0,0,NA
Scopus,"Yoccoz, N.G., Bustnes, J.O., Bangjord, G., Skaare, J.U.",2009,Reproduction and survival of tawny owls in relation to persistent organic pollutants,Environment International,35,107-112,0,0,1,0,NA
Scopus,"Yoshihara, Y., Okuro, T., Buuveibaatar, B., Undarmaa, J., Takeuchi, K.",2010,Complementary effects of disturbance by livestock and marmots on the spatial heterogeneity of vegetation and soil in a Mongolian steppe ecosystem,"Agriculture, Ecosystems and Environment",135,155-159,0,1,0,0,NA
Scopus,"Yoshino, K., Hamada, T., Yamamoto, K., Hayami, Y., Yamaguchi, S., Ohgushi, K.",2010,Effects of hypoxia and organic enrichment on estuarine macrofauna in the inner part of Ariake Bay,Hydrobiologia,652,23-38,0,0,1,0,NA
WOS,"Camarero, JJ; Gazol, A; Sanguesa-Barreda, G; Oliva, J; Vicente-Serrano, SM",2015,to die or not to die: early warnings of tree dieback in response to a severe drought,JOURNAL OF ECOLOGY,103,44-57,0,1,0,0,4
WOS,"Strain, EMA; Thomson, RJ; Micheli, F; Mancuso, FP; Airoldi, L",2014,identifying the interacting roles of stressors in driving the global loss of canopy-forming to mat-forming algae in marine ecosystems,GLOBAL CHANGE BIOLOGY,20,3300-3312,0,1,1,1,8
WOS,"Haddad, NM; Brudvig, LA; Damschen, EI; Evans, DM; Johnson, BL; Levey, DJ; Orrock, JL; Resasco, J; Sullivan, LL; Tewksbury, JJ; Wagner, SA; Weldon, AJ",2014,potential negative ecological effects of corridors,CONSERVATION BIOLOGY,28,1178-1187,1,0,0,1,4
WOS,"Leal, IR; Wirth, R; Tabarelli, M",2014,the multiple impacts of leaf-cutting ants and their novel ecological role in human-modified neotropical forests,BIOTROPICA,46,516-528,0,0,1,1,5
WOS,"Fox, R; Oliver, TH; Harrower, C; Parsons, MS; Thomas, CD; Roy, DB",2014,long-term changes to the frequency of occurrence of british moths are consistent with opposing and synergistic effects of climate and land-use changes,JOURNAL OF APPLIED ECOLOGY,51,949-957,0,0,1,0,15
WOS,"Simonson, WD; Allen, HD; Coomes, DA",2014,applications of airborne lidar for the assessment of animal species diversity,METHODS IN ECOLOGY AND EVOLUTION,5,719-729,0,0,1,1,7
WOS,"Orsenigo, S; Mondoni, A; Rossi, G; Abeli, T",2014,"some like it hot and some like it cold, but not too much: plant responses to climate extremes",PLANT ECOLOGY,215,677-688,0,1,0,0,5
WOS,"Thebault, A; Mariotte, P; Lortie, CJ; MacDougall, AS",2014,land management trumps the effects of climate change and elevated co2 on grassland functioning,JOURNAL OF ECOLOGY,102,896-904,0,0,1,0,5
WOS,"Otto, SP",2014,selective maintenance of recombination between the sex chromosomes,JOURNAL OF EVOLUTIONARY BIOLOGY,27,1431-1442,1,0,0,0,4
WOS,"van der Heide, T; Tielens, E; van der Zee, EM; Weerman, EJ; Holthuijsen, S; Eriksson, BK; Piersma, T; van de Koppel, J; Olff, H",2014,predation and habitat modification synergistically interact to control bivalve recruitment on intertidal mudflats,BIOLOGICAL CONSERVATION,172,163-169,0,0,1,0,4
WOS,"O'Regan, SM; Palen, WJ; Anderson, SC",2014,climate warming mediates negative impacts of rapid pond drying for three amphibian species,ECOLOGY,95,845-855,1,1,1,0,8
WOS,"McEwan, RW; Pederson, N; Cooper, A; Taylor, J; Watts, R; Hruska, A",2014,fire and gap dynamics over 300years in an old-growth temperate forest,APPLIED VEGETATION SCIENCE,17,312-322,0,0,1,0,6
WOS,"Morton, ER; Platt, TG; Fuqua, C; Bever, JD",2014,non-additive costs and interactions alter the competitive dynamics of co-occurring ecologically distinct plasmids,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,281,-,0,1,0,0,4
WOS,"Orwin, KH; Ostle, N; Wilby, A; Bardgett, RD",2014,effects of species evenness and dominant species identity on multiple ecosystem functions in model grassland communities,OECOLOGIA,174,979-992,0,0,1,0,4
WOS,"Grimaldi, M; Oszwald, J; Doledec, S; Hurtado, MD; Miranda, ID; de Sartre, XA; de Assis, WS; Castaneda, E; Desjardins, T; Dubs, F; Guevara, E; Gond, V; Lima, TTS; Marichal, R; Michelotti, F; Mitja, D; Noronha, NC; Oliveira, MND; Ramirez, B; Rodriguez, G; Sarrazin, M; da Silva, ML; Costa, LGS; de Souza, SL; Veiga, I; Velasquez, E; Lavelle, P",2014,ecosystem services of regulation and support in amazonian pioneer fronts: searching for landscape drivers,LANDSCAPE ECOLOGY,29,311-328,0,0,1,0,5
WOS,"Kremer, A; Potts, BM; Delzon, S",2014,genetic divergence in forest trees: understanding the consequences of climate change,FUNCTIONAL ECOLOGY,28,22-36,0,0,1,0,7
WOS,"Radhakrishnan, R; Kang, SM; Baek, IY; Lee, IJ",2014,characterization of plant growth-promoting traits of penicillium species against the effects of high soil salinity and root disease,JOURNAL OF PLANT INTERACTIONS,9,754-762,1,0,0,0,5
WOS,"Artioli, Y; Blackford, JC; Nondal, G; Bellerby, RGJ; Wakelin, SL; Holt, JT; Butenschon, M; Allen, JI",2014,heterogeneity of impacts of high co2 on the north western european shelf,BIOGEOSCIENCES,11,601-612,1,0,1,0,4
WOS,"Felipe-Lucia, MR; Comin, FA; Bennett, EM",2014,interactions among ecosystem services across land uses in a floodplain agroecosystem,ECOLOGY AND SOCIETY,19,-,0,0,1,0,4
WOS,"Spiesman, BJ; Inouye, BD",2013,habitat loss alters the architecture of plant-pollinator interaction networks,ECOLOGY,94,2688-2696,1,0,0,0,6
WOS,"Merriam, ER; Petty, JT; Strager, MP; Maxwell, AE; Ziemkiewicz, PF",2013,scenario analysis predicts context-dependent stream response to landuse change in a heavily mined central appalachian watershed,FRESHWATER SCIENCE,32,1246-1259,1,1,0,0,4
WOS,"Rebollo, S; Milchunas, DG; Stapp, P; Augustine, DJ; Derner, JD",2013,disproportionate effects of non-colonial small herbivores on structure and diversity of grassland dominated by large herbivores,OIKOS,122,1757-1767,0,1,0,0,4
WOS,"Vanschoenwinkel, B; Buschke, F; Brendonck, L",2013,disturbance regime alters the impact of dispersal on alpha and beta diversity in a natural metacommunity,ECOLOGY,94,2547-2557,0,0,1,0,8
WOS,"Benchimol, M; Peres, CA",2013,anthropogenic modulators of species-area relationships in neotropical primates: a continental-scale analysis of fragmented forest landscapes,DIVERSITY AND DISTRIBUTIONS,19,1339-1352,0,1,1,1,11
WOS,"Verberk, WCEP; Bilton, DT",2013,respiratory control in aquatic insects dictates their vulnerability to global warming,BIOLOGY LETTERS,9,-,0,0,1,0,9
WOS,"Duraes, R; Carrasco, L; Smith, TB; Karubian, J",2013,effects of forest disturbance and habitat loss on avian communities in a neotropical biodiversity hotspot,BIOLOGICAL CONSERVATION,166,203-211,0,0,1,0,4
WOS,"Metz, MR; Varner, JM; Frangioso, KM; Meentemeyer, RK; Rizzo, DM",2013,unexpected redwood mortality from synergies between wildfire and an emerging infectious disease,ECOLOGY,94,2152-2159,0,0,1,0,9
WOS,"Norbury, G; Byrom, A; Pech, R; Smith, J; Clarke, D; Anderson, D; Forrester, G",2013,invasive mammals and habitat modification interact to generate unforeseen outcomes for indigenous fauna,ECOLOGICAL APPLICATIONS,23,1707-1721,0,0,1,0,10
WOS,"Rohr, JR; Palmer, BD",2013,"climate change, multiple stressors, and the decline of ectotherms",CONSERVATION BIOLOGY,27,741-751,0,1,0,0,14
WOS,"Leonhardt, SD; Rasmussen, C; Schmitt, T",2013,genes versus environment: geography and phylogenetic relationships shape the chemical profiles of stingless bees on a global scale,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,280,-,1,0,0,0,6
