source,authors,year,title,journal,vol,pages,antag,additive,synerg,review,times.cited
WOS,"Hangartner, S; Laurila, A; Rasanen, K",2012,the quantitative genetic basis of adaptive divergence in the moor frog (rana arvalis) and its implications for gene flow,JOURNAL OF EVOLUTIONARY BIOLOGY,25,1587-1599,0,1,0,0,3
WOS,"Brook, BW; Bradshaw, CJA",2012,strange bedfellows? techno-fixes to solve the big conservation issues in southern asia,BIOLOGICAL CONSERVATION,151,10-Jul,0,0,1,0,2
WOS,"Harris, A; Mohan, V; Flanagan, M; Hill, R",2012,integrating family planning service provision into community-based marine conservation,ORYX,46,179-186,0,0,1,0,4
WOS,"Alhamad, MN; Alrababah, MA; Gharaibeh, MA",2012,impact of burning and fertilization on dry mediterranean grassland productivity and diversity,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,40,19-26,0,0,1,0,2
WOS,"Terra, TN; dos Santos, RF",2012,measuring cumulative effects in a fragmented landscape,ECOLOGICAL MODELLING,228,89-95,0,0,1,0,3
WOS,"Bryant, WL; Carlisle, DM",2012,the relative importance of physicochemical factors to stream biological condition in urbanizing basins: evidence from multimodel inference,FRESHWATER SCIENCE,31,154-166,0,1,0,0,3
WOS,"Lloyd, JD; Slater, GL; Snyder, JR",2012,the role of fire-return interval and season of burn in snag dynamics in a south florida slash pine forest,FIRE ECOLOGY,8,18-31,0,0,1,0,0
WOS,"Hoffle, H; Wernberg, T; Thomsen, MS; Holmer, M",2012,"drift algae, an invasive snail and elevated temperature reduce ecological performance of a warm-temperate seagrass, through additive effects",MARINE ECOLOGY PROGRESS SERIES,450,67-U85,0,1,0,0,3
WOS,"Zhang, QG; Zhang, DY",2012,competitive hierarchies inferred from pair-wise and multi-species competition experiments,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,38,66-70,0,1,0,0,0
WOS,"Moreau, G; Bjorkman, C",2012,nonadditive interactions between trophic levels bias the appraisal of the strength of mortality factors,POPULATION ECOLOGY,54,125-133,0,0,1,0,1
WOS,"Latta, LC; Baker, M; Crowl, T; Parnell, JJ; Weimer, B; DeWald, DB; Pfrender, ME",2011,species and genotype diversity drive community and ecosystem properties in experimental microcosms,EVOLUTIONARY ECOLOGY,25,1107-1125,0,0,1,0,4
WOS,"Zhang, MJ; Liu, MS; Li, YT; Xu, C; An, SQ",2011,the combined positive effects of two dominant species in an arid shrub-herbaceous community: implications from the performance of two associate species,PLANT ECOLOGY,212,1419-1428,0,0,1,0,4
WOS,"Daleo, P; Alberti, J; Iribarne, O",2011,crab herbivory regulates re-colonization of disturbed patches in a southwestern atlantic salt marsh,OIKOS,120,842-847,0,0,1,0,4
WOS,"Reeves, MK; Perdue, M; Blakemore, GD; Rinella, DJ; Holyoak, M",2011,twice as easy to catch? a toxicant and a predator cue cause additive reductions in larval amphibian activity,ECOSPHERE,2,-,0,1,0,0,0
WOS,"Melbourne-Thomas, J; Johnson, CR; Fulton, EA",2011,regional-scale scenario analysis for the meso-american reef system: modelling coral reef futures under multiple stressors,ECOLOGICAL MODELLING,222,1756-1770,0,0,1,0,4
WOS,"Duehl, AJ; Arbogast, RT; Teal, PEA",2011,"density-related volatile emissions and responses in the red flour beetle, tribolium castaneum",JOURNAL OF CHEMICAL ECOLOGY,37,525-532,0,0,1,0,2
WOS,"Kaur, R; Bhardwaj, R; Thukral, AK; Narang, U",2011,interactive effects of binary combinations of manganese with other heavy metals on metal uptake and antioxidative enzymes in brassica juncea l. seedlings,JOURNAL OF PLANT INTERACTIONS,6,25-34,1,0,0,0,0
WOS,"Duncan, MB; DuRant, SE; Ostby, BJK; Roberts, JH; Willson, JD",2011,"a multi-taxa biological survey of passage creek, virginia",NORTHEASTERN NATURALIST,18,357-369,0,1,0,0,0
WOS,"Myster, RW",2011,above-ground vs. below-ground interactive effects of mammalian herbivory on tallgrass prairie plant and soil characteristics,JOURNAL OF PLANT INTERACTIONS,6,283-290,0,1,0,0,1
WOS,"Helguera, Y; Diaz-Asencio, L; Fernandez-Garces, R; Gomez-Batista, M; Guillen, A; Diaz-Asencio, M; Armenteros, M",2011,"distribution patterns of macrofaunal polychaete assemblages in a polluted semi-enclosed bay: cienfuegos, caribbean sea",MARINE BIOLOGY RESEARCH,7,757-768,0,0,1,0,1
